wavelength	B1	B2	B3	B4
886	0.001104535	0.000486375	0.003602702	0.70782837
887	0.000975873	0.000578005	0.003269583	0.650221171
888	0.00084721	0.000669636	0.002936463	0.592613973
889	0.000718548	0.000761266	0.002603344	0.535006774
890	0.000589885	0.000852897	0.002270224	0.477399575
891	0.000545837	0.001099941	0.00228672	0.40538984
892	0.000501789	0.001346984	0.002303216	0.333380106
893	0.00045774	0.001594028	0.002319713	0.261370371
894	0.000413692	0.001841071	0.002336209	0.189360636
895	0.000369644	0.002088115	0.002352705	0.117350902
896	0.000366015	0.002403023	0.002820398	0.098804846
897	0.000362386	0.002717932	0.003288092	0.08025879
898	0.000358757	0.00303284	0.003755785	0.061712733
899	0.000355128	0.003347749	0.004223479	0.043166677
900	0.000351499	0.003662657	0.004691172	0.024620621
901	0.000388221	0.003293026	0.004392695	0.021097629
902	0.000424943	0.002923394	0.004094218	0.017574637
903	0.000461664	0.002553763	0.00379574	0.014051645
904	0.000498386	0.002184131	0.003497263	0.010528653
905	0.000535108	0.0018145	0.003198786	0.00700566
906	0.000561133	0.001574158	0.002748714	0.006126207
907	0.000587158	0.001333815	0.002298642	0.005246754
908	0.000613183	0.001093473	0.001848569	0.0043673
909	0.000639208	0.00085313	0.001398497	0.003487847
910	0.000665233	0.000612788	0.000948425	0.002608393
911	0.000582072	0.000551519	0.0008644	0.002340195
912	0.000498911	0.000490249	0.000780375	0.002071996
913	0.000415751	0.00042898	0.000696349	0.001803797
914	0.00033259	0.00036771	0.000612324	0.001535599
915	0.000249429	0.000306441	0.000528299	0.0012674
916	0.000228709	0.000285398	0.000500167	0.001170321
917	0.000207989	0.000264355	0.000472035	0.001073243
918	0.00018727	0.000243313	0.000443903	0.000976164
919	0.00016655	0.00022227	0.000415771	0.000879085
920	0.00014583	0.000201227	0.000387639	0.000782006
921	0.000143282	0.000196021	0.000360824	0.000735379
922	0.000140734	0.000190815	0.000334009	0.000688751
923	0.000138185	0.000185608	0.000307194	0.000642123
924	0.000135637	0.000180402	0.000280379	0.000595495
925	0.000133089	0.000175196	0.000253564	0.000548867
926	0.000133484	0.000168416	0.000238938	0.00053426
927	0.000133879	0.000161637	0.000224312	0.000519652
928	0.000134274	0.000154857	0.000209686	0.000505044
929	0.000134669	0.000148078	0.00019506	0.000490437
930	0.000135064	0.000141298	0.000180434	0.000475829
931	0.000150592	0.000137945	0.000175264	0.000471275
932	0.000166121	0.000134593	0.000170093	0.000466721
933	0.000181649	0.00013124	0.000164923	0.000462167
934	0.000197178	0.000127888	0.000159752	0.000457613
935	0.000212706	0.000124535	0.000154582	0.000453059
936	0.000224895	0.000123102	0.000149751	0.000460609
937	0.000237085	0.000121668	0.00014492	0.00046816
938	0.000249274	0.000120235	0.00014009	0.000475711
939	0.000261464	0.000118801	0.000135259	0.000483262
940	0.000273653	0.000117368	0.000130428	0.000490812
941	0.000241231	0.000117418	0.000130351	0.000522388
942	0.00020881	0.000117468	0.000130273	0.000553963
943	0.000176388	0.000117519	0.000130196	0.000585538
944	0.000143967	0.000117569	0.000130118	0.000617114
945	0.000111545	0.000117619	0.000130041	0.000648689
946	0.000105736	0.000117342	0.000127114	0.000740396
947	0.000099927	0.000117066	0.000124188	0.000832103
948	0.000094118	0.000116789	0.000121261	0.00092381
949	0.000088309	0.000116513	0.000118335	0.001015517
950	0.0000825	0.000116236	0.000115408	0.001107224
951	0.00008304	0.000118079	0.000117336	0.001134564
952	0.00008358	0.000119921	0.000119264	0.001161905
953	0.00008412	0.000121764	0.000121193	0.001189245
954	0.00008466	0.000123606	0.000123121	0.001216585
955	0.0000852	0.000125449	0.000125049	0.001243926
956	0.00008492	0.00012656	0.000128242	0.001126484
957	0.00008464	0.00012767	0.000131435	0.001009043
958	0.00008436	0.000128781	0.000134629	0.000891601
959	0.00008408	0.000129891	0.000137822	0.00077416
960	0.0000838	0.000131002	0.000141015	0.000656718
961	0.00008292	0.000143815	0.000145733	0.000600558
962	0.00008204	0.000156628	0.000150451	0.000544397
963	0.00008116	0.00016944	0.000155169	0.000488237
964	0.00008028	0.000182253	0.000159887	0.000432076
965	0.0000794	0.000195066	0.000164605	0.000375916
966	0.0000804	0.00025721	0.000204628	0.00035637
967	0.0000814	0.000319354	0.000244651	0.000336824
968	0.0000824	0.000381499	0.000284675	0.000317278
969	0.0000834	0.000443643	0.000324698	0.000297732
970	0.0000844	0.000505787	0.000364721	0.000278186
971	0.00008446	0.000724109	0.00033671	0.000269248
972	0.00008452	0.000942431	0.0003087	0.000260311
973	0.00008458	0.001160752	0.000280689	0.000251374
974	0.00008464	0.001379074	0.000252679	0.000242437
975	0.0000847	0.001597396	0.000224668	0.0002335
976	0.00008366	0.001440898	0.000208624	0.000228816
977	0.00008262	0.0012844	0.00019258	0.000224133
978	0.00008158	0.001127901	0.000176536	0.00021945
979	0.00008054	0.000971403	0.000160492	0.000214767
980	0.0000795	0.000814905	0.000144448	0.000210084
981	0.00008014	0.000746957	0.000143965	0.000207964
982	0.00008078	0.00067901	0.000143482	0.000205844
983	0.00008142	0.000611062	0.000142999	0.000203724
984	0.00008206	0.000543115	0.000142516	0.000201604
985	0.0000827	0.000475167	0.000142033	0.000199484
986	0.0000836	0.000457311	0.000136947	0.000202803
987	0.0000845	0.000439455	0.000131861	0.000206121
988	0.0000854	0.0004216	0.000126776	0.00020944
989	0.0000863	0.000403744	0.00012169	0.000212759
990	0.0000872	0.000385888	0.000116604	0.000216078
991	0.000089946	0.000378619	0.000117405	0.000215672
992	0.000092692	0.00037135	0.000118205	0.000215266
993	0.000095438	0.000364082	0.000119006	0.00021486
994	0.000098184	0.000356813	0.000119806	0.000214454
995	0.00010093	0.000349544	0.000120607	0.000214049
996	0.000109537	0.000342392	0.000118618	0.000211077
997	0.000118144	0.00033524	0.000116629	0.000208105
998	0.000126751	0.000328088	0.000114641	0.000205133
999	0.000135358	0.000320936	0.000112652	0.000202162
1000 0.000143965 0.000313784 0.000110663 0.00019919
