wavelength	B1	B2	B3	B4
474	0.853866861	0.015346115	0.001837641	0.003418408
475	0.855914013	0.015872481	0.001850514	0.003439659
476	0.861140402	0.016284772	0.001876045	0.003456527
477	0.866366791	0.016697063	0.001901577	0.003473394
478	0.871593181	0.017109354	0.001927108	0.003490262
479	0.87681957	0.017521645	0.00195264	0.003507129
480	0.882045959	0.017933936	0.001978171	0.003523997
481	0.89154202	0.018400246	0.001977679	0.003495564
482	0.901038081	0.018866556	0.001977186	0.003467131
483	0.910534142	0.019332866	0.001976694	0.003438699
484	0.920030203	0.019799176	0.001976201	0.003410266
485	0.929526264	0.020265486	0.001975709	0.003381833
486	0.938846211	0.020997256	0.001974551	0.003343704
487	0.948166158	0.021729027	0.001973393	0.003305575
488	0.957486105	0.022460797	0.001972236	0.003267445
489	0.966806052	0.023192568	0.001971078	0.003229316
490	0.976125999	0.023924338	0.00196992	0.003191187
491	0.980900799	0.025107322	0.001964715	0.003153874
492	0.985675599	0.026290305	0.00195951	0.003116561
493	0.9904504	0.027473289	0.001954305	0.003079248
494	0.9952252	0.028656272	0.0019491	0.003041935
495	1	0.029839256	0.001943895	0.003004622
496	0.900833365	0.029537781	0.001810179	0.002825635
497	0.80166673	0.029236305	0.001676464	0.002646648
498	0.702500095	0.02893483	0.001542748	0.002467662
499	0.60333346	0.028633354	0.001409033	0.002288675
500	0.504166825	0.028331879	0.001275317	0.002109688
501	0.405432826	0.030302133	0.001202027	0.001855909
502	0.306698828	0.032272387	0.001128737	0.00160213
503	0.207964829	0.034242642	0.001055447	0.001348351
504	0.109230831	0.036212896	0.000982157	0.001094572
505	0.010496832	0.03818315	0.000908867	0.000840793
506	0.008946291	0.044984386	0.000904259	0.001079835
507	0.00739575	0.051785623	0.000899651	0.001318877
508	0.00584521	0.058586859	0.000895042	0.001557919
509	0.004294669	0.065388096	0.000890434	0.001796961
510	0.002744128	0.072189332	0.000885826	0.002036003
511	0.003284401	0.096510701	0.00102546	0.001980035
512	0.003824674	0.120832071	0.001165095	0.001924067
513	0.004364947	0.14515344	0.001304729	0.001868099
514	0.00490522	0.16947481	0.001444364	0.001812131
515	0.005445493	0.193796179	0.001583998	0.001756163
516	0.00532297	0.310611849	0.003292626	0.002667499
517	0.005200446	0.427427519	0.005001254	0.003578836
518	0.005077923	0.544243188	0.006709882	0.004490172
519	0.004955399	0.661058858	0.00841851	0.005401509
520	0.004832876	0.777874528	0.010127138	0.006312845
521	0.004895656	0.787293121	0.009764476	0.006120227
522	0.004958436	0.796711713	0.009401814	0.005927609
523	0.005021215	0.806130306	0.009039153	0.005734992
524	0.005083995	0.815548898	0.008676491	0.005542374
525	0.005146775	0.824967491	0.008313829	0.005349756
526	0.00483842	0.832140809	0.008020186	0.005194937
527	0.004530066	0.839314126	0.007726543	0.005040118
528	0.004221711	0.846487444	0.0074329	0.0048853
529	0.003913357	0.853660761	0.007139257	0.004730481
530	0.003605002	0.860834079	0.006845614	0.004575662
531	0.003093065	0.864748757	0.006394159	0.00442428
532	0.002581127	0.868663434	0.005942705	0.004272898
533	0.00206919	0.872578112	0.00549125	0.004121516
534	0.001557252	0.876492789	0.005039796	0.003970134
535	0.001045315	0.880407467	0.004588341	0.003818752
536	0.001019033	0.888499685	0.004456428	0.00385361
537	0.000992752	0.896591904	0.004324515	0.003888468
538	0.00096647	0.904684122	0.004192602	0.003923325
539	0.000940189	0.912776341	0.004060689	0.003958183
540	0.000913907	0.920868559	0.003928776	0.003993041
541	0.00093576	0.926409832	0.003775455	0.004433433
542	0.000957612	0.931951105	0.003622134	0.004873825
543	0.000979465	0.937492378	0.003468813	0.005314218
544	0.001001317	0.943033651	0.003315492	0.00575461
545	0.00102317	0.948574924	0.003162171	0.006195002
546	0.001082412	0.952561416	0.003286082	0.006126765
547	0.001141654	0.956547908	0.003409992	0.006058528
548	0.001200895	0.960534401	0.003533903	0.005990291
549	0.001260137	0.964520893	0.003657813	0.005922054
550	0.001319379	0.968507385	0.003781724	0.005853817
551	0.001329459	0.973220972	0.004022482	0.006139866
552	0.001339539	0.977934559	0.004263239	0.006425916
553	0.001349619	0.982648147	0.004503997	0.006711965
554	0.001359699	0.987361734	0.004744754	0.006998015
555	0.001369779	0.992075321	0.004985512	0.007284064
556	0.001865998	0.992501249	0.005346161	0.007922375
557	0.002362217	0.992927178	0.005706809	0.008560686
558	0.002858437	0.993353106	0.006067458	0.009198996
559	0.003354656	0.993779035	0.006428106	0.009837307
560	0.003850875	0.994204963	0.006788755	0.010475618
561	0.004262106	0.993253896	0.007151767	0.010813826
562	0.004673338	0.992302829	0.007514779	0.011152035
563	0.005084569	0.991351762	0.00787779	0.011490243
564	0.005495801	0.990400695	0.008240802	0.011828452
565	0.005907032	0.989449628	0.008603814	0.01216666
566	0.005133042	0.988705206	0.008978179	0.012356486
567	0.004359052	0.987960784	0.009352545	0.012546311
568	0.003585061	0.987216362	0.00972691	0.012736137
569	0.002811071	0.98647194	0.010101276	0.012925962
570	0.002037081	0.985727518	0.010475641	0.013115788
571	0.001893139	0.985786193	0.010889649	0.013232117
572	0.001749197	0.985844868	0.011303657	0.013348446
573	0.001605254	0.985903544	0.011717666	0.013464776
574	0.001461312	0.985962219	0.012131674	0.013581105
575	0.00131737	0.986020894	0.012545682	0.013697434
576	0.001338498	0.988816715	0.013055916	0.014145974
577	0.001359626	0.991612536	0.013566149	0.014594514
578	0.001380754	0.994408358	0.014076383	0.015043054
579	0.001401882	0.997204179	0.014586616	0.015491594
580	0.00142301	1	0.01509685	0.015940134
581	0.001643444	0.997324327	0.015551288	0.016031376
582	0.001863877	0.994648654	0.016005725	0.016122617
583	0.002084311	0.99197298	0.016460163	0.016213859
584	0.002304744	0.989297307	0.0169146	0.0163051
585	0.002525178	0.986621634	0.017369038	0.016396342
586	0.002827655	0.975874683	0.017635693	0.016245698
587	0.003130131	0.965127732	0.017902348	0.016095054
588	0.003432608	0.95438078	0.018169004	0.015944409
589	0.003735084	0.943633829	0.018435659	0.015793765
590	0.004037561	0.932886878	0.018702314	0.015643121
591	0.003826632	0.902479528	0.018479004	0.015223221
592	0.003615703	0.872072177	0.018255693	0.014803321
593	0.003404774	0.841664827	0.018032383	0.014383422
594	0.003193845	0.811257476	0.017809072	0.013963522
595	0.002982916	0.780850126	0.017585762	0.013543622
596	0.002791304	0.661005439	0.014920808	0.011752079
597	0.002599693	0.541160752	0.012255854	0.009960537
598	0.002408081	0.421316066	0.0095909	0.008168994
599	0.00221647	0.301471379	0.006925946	0.006377452
600	0.002024858	0.181626692	0.004260992	0.004585909
601	0.001788591	0.148358466	0.005513428	0.00408241
602	0.001552324	0.11509024	0.006765863	0.003578911
603	0.001316058	0.081822014	0.008018299	0.003075412
604	0.001079791	0.048553788	0.009270734	0.002571913
605	0.000843524	0.015285562	0.01052317	0.002068414
606	0.001030063	0.013087066	0.108111834	0.008587513
607	0.001216602	0.010888569	0.205700499	0.015106612
608	0.00140314	0.008690073	0.303289163	0.021625712
609	0.001589679	0.006491576	0.400877828	0.028144811
610	0.001776218	0.00429308	0.498466492	0.03466391
611	0.001994995	0.004354362	0.585416409	0.040296799
612	0.002213772	0.004415644	0.672366327	0.045929689
613	0.00243255	0.004476926	0.759316244	0.051562578
614	0.002651327	0.004538208	0.846266162	0.057195468
615	0.002870104	0.00459949	0.933216079	0.062828357
616	0.003378856	0.00502355	0.934634393	0.062189957
617	0.003887609	0.005447609	0.936052707	0.061551557
618	0.004396361	0.005871669	0.93747102	0.060913156
619	0.004905114	0.006295728	0.938889334	0.060274756
620	0.005413866	0.006719788	0.940307648	0.059636356
621	0.005536237	0.006084327	0.933489072	0.05881053
622	0.005658608	0.005448866	0.926670496	0.057984704
623	0.00578098	0.004813405	0.919851919	0.057158879
624	0.005903351	0.004177944	0.913033343	0.056333053
625	0.006025722	0.003542483	0.906214767	0.055507227
626	0.005929759	0.003492969	0.913456561	0.055041237
627	0.005833795	0.003443455	0.920698356	0.054575246
628	0.005737832	0.003393941	0.92794015	0.054109256
629	0.005641868	0.003344427	0.935181945	0.053643265
630	0.005545905	0.003294913	0.942423739	0.053177275
631	0.004955466	0.003142443	0.93853687	0.05257089
632	0.004365028	0.002989972	0.93465	0.051964504
633	0.003774589	0.002837502	0.930763131	0.051358119
634	0.003184151	0.002685031	0.926876261	0.050751733
635	0.002593712	0.002532561	0.922989392	0.050145348
636	0.00245162	0.002361762	0.924099602	0.049184622
637	0.002309527	0.002190963	0.925209812	0.048223896
638	0.002167435	0.002020164	0.926320021	0.047263171
639	0.002025342	0.001849365	0.927430231	0.046302445
640	0.00188325	0.001678566	0.928540441	0.045341719
641	0.002010632	0.001725747	0.925077803	0.043891853
642	0.002138014	0.001772927	0.921615165	0.042441987
643	0.002265397	0.001820108	0.918152528	0.040992122
644	0.002392779	0.001867288	0.91468989	0.039542256
645	0.002520161	0.001914469	0.911227252	0.03809239
646	0.002839844	0.002295664	0.913418115	0.037071297
647	0.003159528	0.002676859	0.915608978	0.036050204
648	0.003479211	0.003058053	0.917799841	0.035029112
649	0.003798895	0.003439248	0.919990704	0.034008019
650	0.004118578	0.003820443	0.922181567	0.032986926
651	0.004466234	0.003868195	0.918931317	0.032129583
652	0.00481389	0.003915947	0.915681067	0.03127224
653	0.005161547	0.003963698	0.912430818	0.030414896
654	0.005509203	0.00401145	0.909180568	0.029557553
655	0.005856859	0.004059202	0.905930318	0.02870021
656	0.005557455	0.00393388	0.908966434	0.028168161
657	0.005258051	0.003808558	0.91200255	0.027636112
658	0.004958646	0.003683235	0.915038665	0.027104062
659	0.004659242	0.003557913	0.918074781	0.026572013
660	0.004359838	0.003432591	0.921110897	0.026039964
661	0.004344163	0.003474288	0.924217094	0.024915278
662	0.004328488	0.003515984	0.92732329	0.023790592
663	0.004312812	0.003557681	0.930429487	0.022665907
664	0.004297137	0.003599377	0.933535683	0.021541221
665	0.004281462	0.003641074	0.93664188	0.020416535
666	0.003885555	0.003523464	0.938505638	0.01987795
667	0.003489647	0.003405854	0.940369396	0.019339365
668	0.00309374	0.003288243	0.942233153	0.018800779
669	0.002697832	0.003170633	0.944096911	0.018262194
670	0.002301925	0.003053023	0.945960669	0.017723609
671	0.002086228	0.003102382	0.949894679	0.017585861
672	0.00187053	0.003151741	0.953828689	0.017448112
673	0.001654833	0.003201099	0.957762699	0.017310364
674	0.001439135	0.003250458	0.961696709	0.017172615
675	0.001223438	0.003299817	0.965630719	0.017034867
676	0.001217572	0.003344355	0.968659145	0.016855998
677	0.001211706	0.003388893	0.971687571	0.016677129
678	0.001205841	0.003433431	0.974715998	0.01649826
679	0.001199975	0.003477969	0.977744424	0.016319391
680	0.001194109	0.003522507	0.98077285	0.016140522
681	0.001203249	0.003326493	0.98461828	0.01601079
682	0.001212388	0.003130479	0.98846371	0.015881058
683	0.001221528	0.002934466	0.99230914	0.015751327
684	0.001230667	0.002738452	0.99615457	0.015621595
685	0.001239807	0.002542438	1	0.015491863
686	0.001189814	0.002511001	0.946193908	0.014812752
687	0.00113982	0.002479565	0.892387816	0.014133641
688	0.001089827	0.002448128	0.838581724	0.013454529
689	0.001039833	0.002416692	0.784775632	0.012775418
690	0.00098984	0.002385255	0.73096954	0.012096307
691	0.000915698	0.002527861	0.602671567	0.010076644
692	0.000841557	0.002670467	0.474373594	0.008056981
693	0.000767415	0.002813074	0.34607562	0.006037317
694	0.000693274	0.00295568	0.217777647	0.004017654
695	0.000619132	0.003098286	0.089479674	0.001997991
696	0.000659413	0.003438677	0.073631982	0.00185665
697	0.000699694	0.003779067	0.057784291	0.001715309
698	0.000739974	0.004119458	0.041936599	0.001573967
699	0.000780255	0.004459848	0.026088908	0.001432626
700	0.000820536	0.004800239	0.010241216	0.001291285
701	0.00099443	0.004651347	0.008759641	0.002317553
702	0.001168324	0.004502454	0.007278066	0.003343822
703	0.001342217	0.004353562	0.00579649	0.00437009
704	0.001516111	0.004204669	0.004314915	0.005396359
705	0.001690005	0.004055777	0.00283334	0.006422627
706	0.001636213	0.004045415	0.002586692	0.006371151
707	0.001582421	0.004035054	0.002340044	0.006319675
708	0.00152863	0.004024692	0.002093396	0.006268198
709	0.001474838	0.004014331	0.001846748	0.006216722
710	0.001421046	0.004003969	0.0016001	0.006165246
711	0.001313981	0.004262007	0.001604911	0.005366995
712	0.001206917	0.004520045	0.001609722	0.004568744
713	0.001099852	0.004778084	0.001614532	0.003770492
714	0.000992788	0.005036122	0.001619343	0.002972241
715	0.000885723	0.00529416	0.001624154	0.00217399
716	0.000868265	0.005613984	0.001737622	0.001922847
717	0.000850808	0.005933808	0.00185109	0.001671704
718	0.00083335	0.006253632	0.001964557	0.00142056
719	0.000815893	0.006573456	0.002078025	0.001169417
720	0.000798435	0.00689328	0.002191493	0.000918274
721	0.000786481	0.006979731	0.002093604	0.000861715
722	0.000774526	0.007066181	0.001995716	0.000805156
723	0.000762572	0.007152632	0.001897827	0.000748596
724	0.000750617	0.007239082	0.001799939	0.000692037
725	0.000738663	0.007325533	0.00170205	0.000635478
726	0.000685847	0.007335941	0.001590937	0.000626237
727	0.00063303	0.007346349	0.001479825	0.000616995
728	0.000580214	0.007356758	0.001368712	0.000607754
729	0.000527397	0.007367166	0.0012576	0.000598512
730	0.000474581	0.007377574	0.001146487	0.000589271
731	0.000438502	0.007369571	0.001140401	0.000608166
732	0.000402423	0.007361568	0.001134315	0.000627061
733	0.000366344	0.007353565	0.001128229	0.000645957
734	0.000330265	0.007345562	0.001122143	0.000664852
735	0.000294186	0.007337559	0.001116057	0.000683747
736	0.000283459	0.007266626	0.001233193	0.000739356
737	0.000272731	0.007195693	0.001350328	0.000794964
738	0.000262004	0.007124759	0.001467464	0.000850573
739	0.000251276	0.007053826	0.001584599	0.000906181
740	0.000240549	0.006982893	0.001701735	0.00096179
741	0.000254945	0.006993278	0.00193917	0.001199046
742	0.000269341	0.007003662	0.002176605	0.001436302
743	0.000283737	0.007014047	0.002414039	0.001673559
744	0.000298133	0.007024431	0.002651474	0.001910815
745	0.000312529	0.007034816	0.002888909	0.002148071
746	0.000405463	0.007190568	0.0031446	0.00354466
747	0.000498397	0.00734632	0.003400291	0.004941249
748	0.000591332	0.007502072	0.003655982	0.006337839
749	0.000684266	0.007657824	0.003911673	0.007734428
750	0.0007772	0.007813576	0.004167364	0.009131017
751	0.001509925	0.007864264	0.004291153	0.024300678
752	0.002242651	0.007914951	0.004414941	0.039470338
753	0.002975376	0.007965639	0.00453873	0.054639999
754	0.003708102	0.008016326	0.004662518	0.069809659
755	0.004440827	0.008067014	0.004786307	0.08497932
756	0.004500214	0.008161606	0.004699232	0.207626361
757	0.004559601	0.008256198	0.004612157	0.330273401
758	0.004618988	0.00835079	0.004525081	0.452920442
759	0.004678375	0.008445382	0.004438006	0.575567482
760	0.004737762	0.008539974	0.004350931	0.698214523
761	0.004472364	0.008963327	0.004274563	0.75461549
762	0.004206965	0.00938668	0.004198194	0.811016457
763	0.003941567	0.009810032	0.004121826	0.867417424
764	0.003676168	0.010233385	0.004045457	0.923818391
765	0.00341077	0.010656738	0.003969089	0.980219358
766	0.003203846	0.010197782	0.004092826	0.98400121
767	0.002996923	0.009738827	0.004216563	0.987783062
768	0.002789999	0.009279871	0.0043403	0.991564915
769	0.002583076	0.008820916	0.004464037	0.995346767
770	0.002376152	0.00836196	0.004587774	0.999128619
771	0.002096193	0.007588916	0.004879248	0.999302895
772	0.001816234	0.006815872	0.005170722	0.999477171
773	0.001536276	0.006042828	0.005462197	0.999651448
774	0.001256317	0.005269784	0.005753671	0.999825724
775	0.000976358	0.00449674	0.006045145	1
776	0.000869045	0.004242922	0.006197797	0.997406605
777	0.000761732	0.003989104	0.006350448	0.994813211
778	0.00065442	0.003735286	0.0065031	0.992219816
779	0.000547107	0.003481468	0.006655751	0.989626422
780	0.000439794	0.00322765	0.006808403	0.987033027
781	0.000417468	0.003092584	0.006630187	0.987981784
782	0.000395142	0.002957519	0.006451971	0.988930541
783	0.000372815	0.002822453	0.006273756	0.989879299
784	0.000350489	0.002687388	0.00609554	0.990828056
785	0.000328163	0.002552322	0.005917324	0.991776813
786	0.000323244	0.002453231	0.00569514	0.990028571
787	0.000318325	0.00235414	0.005472955	0.988280329
788	0.000313405	0.002255048	0.005250771	0.986532088
789	0.000308486	0.002155957	0.005028586	0.984783846
790	0.000303567	0.002056866	0.004806402	0.983035604
791	0.000306703	0.002006934	0.004697194	0.981737625
792	0.000309838	0.001957001	0.004587986	0.980439645
793	0.000312974	0.001907069	0.004478779	0.979141666
794	0.000316109	0.001857136	0.004369571	0.977843686
795	0.000319245	0.001807204	0.004260363	0.976545707
796	0.000334355	0.001728192	0.00437591	0.97681009
797	0.000349465	0.00164918	0.004491456	0.977074473
798	0.000364576	0.001570168	0.004607003	0.977338857
799	0.000379686	0.001491156	0.004722549	0.97760324
800	0.000394796	0.001412144	0.004838096	0.977867623
801	0.000466954	0.00133854	0.005090756	0.977108965
802	0.000539113	0.001264936	0.005343416	0.976350308
803	0.000611271	0.001191331	0.005596077	0.97559165
804	0.00068343	0.001117727	0.005848737	0.974832993
805	0.000755588	0.001044123	0.006101397	0.974074335
806	0.001007939	0.001017729	0.006057468	0.973676214
807	0.00126029	0.000991335	0.006013538	0.973278093
808	0.001512642	0.000964942	0.005969609	0.972879972
809	0.001764993	0.000938548	0.005925679	0.972481851
810	0.002017344	0.000912154	0.00588175	0.97208373
811	0.00273462	0.000932458	0.005730564	0.970352883
812	0.003451896	0.000952763	0.005579378	0.968622036
813	0.004169173	0.000973067	0.005428192	0.96689119
814	0.004886449	0.000993372	0.005277006	0.965160343
815	0.005603725	0.001013676	0.00512582	0.963429496
816	0.00590503	0.001053484	0.005156296	0.962551
817	0.006206336	0.001093292	0.005186772	0.961672505
818	0.006507641	0.001133101	0.005217249	0.960794009
819	0.006808947	0.001172909	0.005247725	0.959915514
820	0.007110252	0.001212717	0.005278201	0.959037018
821	0.006623047	0.001260131	0.005162728	0.957093445
822	0.006135842	0.001307544	0.005047254	0.955149872
823	0.005648638	0.001354958	0.004931781	0.9532063
824	0.005161433	0.001402371	0.004816307	0.951262727
825	0.004674228	0.001449785	0.004700834	0.949319154
826	0.004420842	0.0015398	0.004424033	0.947816538
827	0.004167455	0.001629815	0.004147232	0.946313922
828	0.003914069	0.001719829	0.003870432	0.944811306
829	0.003660682	0.001809844	0.003593631	0.94330869
830	0.003407296	0.001899859	0.00331683	0.941806074
831	0.003238094	0.001985538	0.003208467	0.940462395
832	0.003068892	0.002071217	0.003100104	0.939118716
833	0.002899689	0.002156895	0.002991741	0.937775038
834	0.002730487	0.002242574	0.002883378	0.936431359
835	0.002561285	0.002328253	0.002775015	0.93508768
836	0.002428058	0.002387606	0.002792733	0.932716478
837	0.002294831	0.002446959	0.002810451	0.930345277
838	0.002161604	0.002506312	0.002828169	0.927974075
839	0.002028377	0.002565665	0.002845887	0.925602874
840	0.00189515	0.002625018	0.002863605	0.923231672
841	0.001881026	0.002645814	0.002895453	0.917747435
842	0.001866901	0.00266661	0.002927301	0.912263199
843	0.001852777	0.002687405	0.002959149	0.906778962
844	0.001838652	0.002708201	0.002990997	0.901294726
845	0.001824528	0.002728997	0.003022845	0.895810489
846	0.00192595	0.002772623	0.002914607	0.892351349
847	0.002027372	0.002816249	0.002806369	0.888892209
848	0.002128793	0.002859875	0.002698132	0.885433068
849	0.002230215	0.002903501	0.002589894	0.881973928
850	0.002331637	0.002947127	0.002481656	0.878514788
851	0.00255899	0.002791416	0.002357483	0.873901866
852	0.002786342	0.002635705	0.00223331	0.869288944
853	0.003013695	0.002479993	0.002109137	0.864676021
854	0.003241047	0.002324282	0.001984964	0.860063099
855	0.0034684	0.002168571	0.001860791	0.855450177
856	0.003533104	0.001919793	0.001807162	0.852506462
857	0.003597808	0.001671015	0.001753533	0.849562747
858	0.003662511	0.001422238	0.001699903	0.846619032
859	0.003727215	0.00117346	0.001646274	0.843675317
860	0.003791919	0.000924682	0.001592645	0.840731602
861	0.003537187	0.000848248	0.001580706	0.83507869
862	0.003282456	0.000771814	0.001568766	0.829425779
863	0.003027724	0.000695381	0.001556827	0.823772867
864	0.002772993	0.000618947	0.001544887	0.818119956
865	0.002518261	0.000542513	0.001532948	0.812467044
866	0.002316207	0.000527541	0.00155741	0.807323215
867	0.002114153	0.00051257	0.001581871	0.802179386
868	0.001912099	0.000497598	0.001606333	0.797035558
869	0.001710045	0.000482627	0.001630794	0.791891729
870	0.001507991	0.000467655	0.001655256	0.7867479
871	0.001448101	0.00046767	0.001763496	0.782310715
872	0.001388211	0.000467684	0.001871736	0.777873529
873	0.00132832	0.000467699	0.001979977	0.773436344
874	0.00126843	0.000467713	0.002088217	0.768999158
875	0.00120854	0.000467728	0.002196457	0.764561973
876	0.00122985	0.000484347	0.00249817	0.758490714
877	0.00125116	0.000500965	0.002799883	0.752419455
878	0.001272471	0.000517584	0.003101595	0.746348195
879	0.001293781	0.000534202	0.003403308	0.740276936
880	0.001315091	0.000550821	0.003705021	0.734205677
881	0.001259459	0.000591905	0.003774705	0.714384971
882	0.001203826	0.000632989	0.003844388	0.694564264
883	0.001148194	0.000674073	0.003914072	0.674743558
884	0.001092561	0.000715157	0.003983755	0.654922851
885	0.001036929	0.000756241	0.004053439	0.635102145
886	0.000923984	0.000847046	0.00369028	0.561359184
