500 	0.003746 
501 	0.003130 
502 	0.002893 
503 	0.002377 
504 	0.002272 
505 	0.002160 
506 	0.002340 
507 	0.002089 
508 	0.001985 
509 	0.002314 
510 	0.001845 
511 	0.002133 
512 	0.002018 
513 	0.002181 
514 	0.001990 
515 	0.001937 
516 	0.002141 
517 	0.002206 
518 	0.002675 
519 	0.002392 
520 	0.002654 
521 	0.002949 
522 	0.002603 
523 	0.002938 
524 	0.003040 
525 	0.003141 
526 	0.003184 
527 	0.003131 
528 	0.003058 
529 	0.003013 
530 	0.003227 
531 	0.002964 
532 	0.002734 
533 	0.003096 
534 	0.003305 
535 	0.002788 
536 	0.002920 
537 	0.002807 
538 	0.002978 
539 	0.003417 
540 	0.003632 
541 	0.003494 
542 	0.004078 
543 	0.003473 
544 	0.003579 
545 	0.003416 
546 	0.003065 
547 	0.003920 
548 	0.003781 
549 	0.004189 
550 	0.004230 
551 	0.004307 
552 	0.004063 
553 	0.004328 
554 	0.004811 
555 	0.005572 
556 	0.005961 
557 	0.006929 
558 	0.007361 
559 	0.008915 
560 	0.009047 
561 	0.009543 
562 	0.010210 
563 	0.010472 
564 	0.010896 
565 	0.011529 
566 	0.011773 
567 	0.011805 
568 	0.011540 
569 	0.010949 
570 	0.010867 
571 	0.010546 
572 	0.010400 
573 	0.010676 
574 	0.010618 
575 	0.010308 
576 	0.010418 
577 	0.010450 
578 	0.011139 
579 	0.010966 
580 	0.009497 
581 	0.007128 
582 	0.005366 
583 	0.004474 
584 	0.004015 
585 	0.003661 
586 	0.003685 
587 	0.003596 
588 	0.003754 
589 	0.003545 
590 	0.003487 
591 	0.003503 
592 	0.003421 
593 	0.003553 
594 	0.003433 
595 	0.003430 
596 	0.003508 
597 	0.003510 
598 	0.003601 
599 	0.003539 
600 	0.003480 
601 	0.003511 
602 	0.003496 
603 	0.003499 
604 	0.003342 
605 	0.003422 
606 	0.003418 
607 	0.003521 
608 	0.003469 
609 	0.003549 
610 	0.003474 
611 	0.003510 
612 	0.003558 
613 	0.003521 
614 	0.003526 
615 	0.003580 
616 	0.003579 
617 	0.003650 
618 	0.003560 
619 	0.003603 
620 	0.003712 
621 	0.003744 
622 	0.003565 
623 	0.003561 
624 	0.003656 
625 	0.003705 
626 	0.003768 
627 	0.003642 
628 	0.003574 
629 	0.003647 
630 	0.003728 
631 	0.003951 
632 	0.003799 
633 	0.003748 
634 	0.003808 
635 	0.003836 
636 	0.003683 
637 	0.003781 
638 	0.003859 
639 	0.003999 
640 	0.003904 
641 	0.003953 
642 	0.003999 
643 	0.004367 
644 	0.004369 
645 	0.004443 
646 	0.004514 
647 	0.004845 
648 	0.004913 
649 	0.004982 
650 	0.005141 
651 	0.005260 
652 	0.005911 
653 	0.006277 
654 	0.007164 
655 	0.007318 
656 	0.008114 
657 	0.009019 
658 	0.010168 
659 	0.012037 
660 	0.014042 
661 	0.016515 
662 	0.020275 
663 	0.025458 
664 	0.032089 
665 	0.041656 
666 	0.054479 
667 	0.072796 
668 	0.101291 
669 	0.140118 
670 	0.198482 
671 	0.277797 
672 	0.389295 
673 	0.538611 
674 	0.709966 
675 	0.902011 
676 	1.086959 
677 	1.255447 
678 	1.390614 
679 	1.497331 
680 	1.600727 
681 	1.686052 
682 	1.765043 
683 	1.822759 
684 	1.868814 
685 	1.900386 
686 	1.885016 
687 	1.850838 
688 	1.792743 
689 	1.714086 
690 	1.630700 
691 	1.498160 
692 	1.367934 
693 	1.186035 
694 	0.979125 
695 	0.780265 
696 	0.590340 
697 	0.433309 
698 	0.312926 
699 	0.224990 
700 	0.163428 
701 	0.119884 
702 	0.091496 
703 	0.067917 
704 	0.052586 
705 	0.042053 
706 	0.033052 
707 	0.026591 
708 	0.021754 
709 	0.018350 
710 	0.014991 
711 	0.013109 
712 	0.011150 
713 	0.010521 
714 	0.008750 
715 	0.008857 
716 	0.007728 
717 	0.006323 
718 	0.006494 
719 	0.006334 
720 	0.005993 
721 	0.005063 
722 	0.004755 
723 	0.004990 
724 	0.004701 
725 	0.004627 
726 	0.003908 
727 	0.004960 
728 	0.004514 
729 	0.005056 
730 	0.004202 
731 	0.003831 
732 	0.004001 
733 	0.003671 
734 	0.004614 
735 	0.003789 
736 	0.003529 
737 	0.003695 
738 	0.003861 
739 	0.004128 
740 	0.003367 
741 	0.004054 
742 	0.004800 
743 	0.004231 
744 	0.004291 
745 	0.003417 
746 	0.003205 
747 	0.002319 
748 	0.003693 
749 	0.004384 
750 	0.004380 
751 	0.003616 
752 	0.002731 
753 	0.003790 
754 	0.002192 
755 	0.002366 
756 	0.003328 
757 	0.003611 
758 	0.003812 
759 	0.003417 
760 	0.003349 
761 	0.004389 
762 	0.003696 
763 	0.002881 
764 	0.004316 
765 	0.004016 
766 	0.002784 
767 	0.002885 
768 	0.003971 
769 	0.003174 
770 	0.002870 
771 	0.004745 
772 	0.003061 
773 	0.003560 
774 	0.003312 
775 	0.004765 
776 	0.004605 
777 	0.003198 
778 	0.002710 
779 	0.003415 
780 	0.001823 
781 	0.005162 
782 	0.003925 
783 	0.004062 
784 	0.004042 
785 	0.002124 
786 	0.000627 
787 	0.002775 
788 	0.002603 
789 	0.003783 
790 	0.005110 
791 	0.002141 
792 	0.004871 
793 	0.004423 
794 	0.004447 
795 	0.004540 
796 	0.003227 
797 	0.002297 
798 	0.005617 
799 	0.002661 
